occupation	href	task
Forest Fire Inspectors and Prevention Specialists	https://www.onetonline.org/link/summary/33-2022.00	Inspect forest tracts and logging areas for fire hazards such as accumulated wastes or mishandling of combustibles, and recommend appropriate fire prevention measures.
Foresters	https://www.onetonline.org/link/summary/19-1032.00	Monitor contract compliance and results of forestry activities to assure adherence to government regulations.
Foresters	https://www.onetonline.org/link/summary/19-1032.00	Negotiate terms and conditions of agreements and contracts for forest harvesting, forest management and leasing of forest lands.
Foresters	https://www.onetonline.org/link/summary/19-1032.00	Plan and implement projects for conservation of wildlife habitats and soil and water quality.
Foresters	https://www.onetonline.org/link/summary/19-1032.00	Establish short- and long-term plans for management of forest lands and forest resources.
Foresters	https://www.onetonline.org/link/summary/19-1032.00	Plan cutting programs and manage timber sales from harvested areas, assisting companies to achieve production goals.
Foresters	https://www.onetonline.org/link/summary/19-1032.00	Determine methods of cutting and removing timber with minimum waste and environmental damage.
Foresters	https://www.onetonline.org/link/summary/19-1032.00	Perform inspections of forests or forest nurseries.
Foresters	https://www.onetonline.org/link/summary/19-1032.00	Map forest area soils and vegetation to estimate the amount of standing timber and future value and growth.
Foresters	https://www.onetonline.org/link/summary/19-1032.00	Monitor forest-cleared lands to ensure that they are reclaimed to their most suitable end use.
Foresters	https://www.onetonline.org/link/summary/19-1032.00	Develop techniques for measuring and identifying trees.
Foresters	https://www.onetonline.org/link/summary/19-1032.00	Supervise activities of other forestry workers.
Foresters	https://www.onetonline.org/link/summary/19-1032.00	Plan and direct forest surveys and related studies and prepare reports and recommendations.
Foresters	https://www.onetonline.org/link/summary/19-1032.00	Provide advice and recommendations, as a consultant on forestry issues, to private woodlot owners, firefighters, government agencies or to companies.
Foresters	https://www.onetonline.org/link/summary/19-1032.00	Plan and supervise forestry projects, such as determining the type, number and placement of trees to be planted, managing tree nurseries, thinning forest and monitoring growth of new seedlings.
Foresters	https://www.onetonline.org/link/summary/19-1032.00	Choose and prepare sites for new trees, using controlled burning, bulldozers, or herbicides to clear weeds, brush, and logging debris.
Foresters	https://www.onetonline.org/link/summary/19-1032.00	Procure timber from private landowners.
Foresters	https://www.onetonline.org/link/summary/19-1032.00	Subcontract with loggers or pulpwood cutters for tree removal and to aid in road layout.
Foresters	https://www.onetonline.org/link/summary/19-1032.00	Direct, and participate in, forest fire suppression.
Foresters	https://www.onetonline.org/link/summary/19-1032.00	Study different tree species' classification, life history, light and soil requirements, adaptation to new environmental conditions and resistance to disease and insects.
Foresters	https://www.onetonline.org/link/summary/19-1032.00	Analyze effect of forest conditions on tree growth rates and tree species prevalence and the yield, duration, seed production, growth viability, and germination of different species.
Foresters	https://www.onetonline.org/link/summary/19-1032.00	Plan and direct construction and maintenance of recreation facilities, fire towers, trails, roads and bridges, ensuring that they comply with guidelines and regulations set for forested public lands.
Foresters	https://www.onetonline.org/link/summary/19-1032.00	Conduct public educational programs on forest care and conservation.
Foresters	https://www.onetonline.org/link/summary/19-1032.00	Monitor wildlife populations and assess the impacts of forest operations on population and habitats.
Foresters	https://www.onetonline.org/link/summary/19-1032.00	Contact local forest owners and gain permission to take inventory of the type, amount, and location of all standing timber on the property.
Foresters	https://www.onetonline.org/link/summary/19-1032.00	Develop new techniques for wood or residue use.
Forestry and Conservation Science Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1043.00	Prepare course materials, such as syllabi, homework assignments, and handouts.
Forestry and Conservation Science Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1043.00	Prepare and deliver lectures to undergraduate or graduate students on topics, such as forest resource policy, forest pathology, and mapping.
Forestry and Conservation Science Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1043.00	Evaluate and grade students' class work, assignments, and papers.
Forestry and Conservation Science Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1043.00	Supervise students' laboratory or field work.
Forestry and Conservation Science Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1043.00	Maintain student attendance records, grades, and other required records.
Forestry and Conservation Science Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1043.00	Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences.
Forestry and Conservation Science Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1043.00	Supervise undergraduate or graduate teaching, internship, and research work.
Forestry and Conservation Science Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1043.00	Collaborate with colleagues to address teaching and research issues.
Forestry and Conservation Science Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1043.00	Compile, administer, and grade examinations, or assign this work to others.
Forestry and Conservation Science Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1043.00	Initiate, facilitate, and moderate classroom discussions.
Forestry and Conservation Science Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1043.00	Plan, evaluate, and revise curricula, course content, and course materials and methods of instruction.
Forestry and Conservation Science Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1043.00	Advise students on academic and vocational curricula and on career issues.
Forestry and Conservation Science Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1043.00	Write grant proposals to procure external research funding.
Forestry and Conservation Science Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1043.00	Maintain regularly scheduled office hours to advise and assist students.
Forestry and Conservation Science Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1043.00	Conduct research in a particular field of knowledge and publish findings in books, professional journals, or electronic media.
Forestry and Conservation Science Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1043.00	Act as advisers to student organizations.
Forestry and Conservation Science Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1043.00	Participate in student recruitment, registration, and placement activities.
Forestry and Conservation Science Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1043.00	Select and obtain materials and supplies, such as textbooks and laboratory equipment.
Forestry and Conservation Science Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1043.00	Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.
Forestry and Conservation Science Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1043.00	Review papers for colleagues and scientific journals.
Forestry and Conservation Science Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1043.00	Provide information to the public by leading workshops and training programs and by developing educational materials.
Forestry and Conservation Science Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1043.00	Perform administrative duties, such as serving as department head.
Forestry and Conservation Science Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1043.00	Participate in campus and community events.
Forestry and Conservation Science Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1043.00	Provide professional consulting services to government or industry.
Forestry and Conservation Science Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1043.00	Compile bibliographies of specialized materials for outside reading assignments.
Forging Machine Setters, Operators, and Tenders, Metal and Plastic	https://www.onetonline.org/link/summary/51-4022.00	Read work orders or blueprints to determine specified tolerances and sequences of operations for machine setup.
Forging Machine Setters, Operators, and Tenders, Metal and Plastic	https://www.onetonline.org/link/summary/51-4022.00	Position and move metal wires or workpieces through a series of dies that compress and shape stock to form die impressions.
Forging Machine Setters, Operators, and Tenders, Metal and Plastic	https://www.onetonline.org/link/summary/51-4022.00	Measure and inspect machined parts to ensure conformance to product specifications.
Forging Machine Setters, Operators, and Tenders, Metal and Plastic	https://www.onetonline.org/link/summary/51-4022.00	Set up, operate, or tend presses and forging machines to perform hot or cold forging by flattening, straightening, bending, cutting, piercing, or other operations to taper, shape, or form metal.
Forging Machine Setters, Operators, and Tenders, Metal and Plastic	https://www.onetonline.org/link/summary/51-4022.00	Turn handles or knobs to set pressures and depths of ram strokes and to synchronize machine operations.
Forging Machine Setters, Operators, and Tenders, Metal and Plastic	https://www.onetonline.org/link/summary/51-4022.00	Install, adjust, and remove dies, synchronizing cams, forging hammers, and stop guides, using overhead cranes or other hoisting devices, and hand tools.
Forging Machine Setters, Operators, and Tenders, Metal and Plastic	https://www.onetonline.org/link/summary/51-4022.00	Start machines to produce sample workpieces, and observe operations to detect machine malfunctions and to verify that machine setups conform to specifications.
Forging Machine Setters, Operators, and Tenders, Metal and Plastic	https://www.onetonline.org/link/summary/51-4022.00	Confer with other workers about machine setups and operational specifications.
Forging Machine Setters, Operators, and Tenders, Metal and Plastic	https://www.onetonline.org/link/summary/51-4022.00	Trim and compress finished forgings to specified tolerances.
Forging Machine Setters, Operators, and Tenders, Metal and Plastic	https://www.onetonline.org/link/summary/51-4022.00	Remove dies from machines when production runs are finished.
Forging Machine Setters, Operators, and Tenders, Metal and Plastic	https://www.onetonline.org/link/summary/51-4022.00	Repair, maintain, and replace parts on dies.
Forging Machine Setters, Operators, and Tenders, Metal and Plastic	https://www.onetonline.org/link/summary/51-4022.00	Select, align, and bolt positioning fixtures, stops, and specified dies to rams and anvils, forging rolls, or presses and hammers.
Forging Machine Setters, Operators, and Tenders, Metal and Plastic	https://www.onetonline.org/link/summary/51-4022.00	Sharpen cutting tools and drill bits, using bench grinders.
Foundry Mold and Coremakers	https://www.onetonline.org/link/summary/51-4071.00	Clean and smooth molds, cores, and core boxes, and repair surface imperfections.
Foundry Mold and Coremakers	https://www.onetonline.org/link/summary/51-4071.00	Sift and pack sand into mold sections, core boxes, and pattern contours, using hand or pneumatic ramming tools.
Foundry Mold and Coremakers	https://www.onetonline.org/link/summary/51-4071.00	Position patterns inside mold sections, and clamp sections together.
Foundry Mold and Coremakers	https://www.onetonline.org/link/summary/51-4071.00	Position cores into lower sections of molds, and reassemble molds for pouring.
Foundry Mold and Coremakers	https://www.onetonline.org/link/summary/51-4071.00	Sprinkle or spray parting agents onto patterns and mold sections to facilitate removal of patterns from molds.
Foundry Mold and Coremakers	https://www.onetonline.org/link/summary/51-4071.00	Form and assemble slab cores around patterns, and position wire in mold sections to reinforce molds, using hand tools and glue.
Foundry Mold and Coremakers	https://www.onetonline.org/link/summary/51-4071.00	Move and position workpieces, such as mold sections, patterns, and bottom boards, using cranes, or signal others to move workpieces.
Foundry Mold and Coremakers	https://www.onetonline.org/link/summary/51-4071.00	Lift upper mold sections from lower sections, and remove molded patterns.
Foundry Mold and Coremakers	https://www.onetonline.org/link/summary/51-4071.00	Cut spouts, runner holes, and sprue holes into molds.
Foundry Mold and Coremakers	https://www.onetonline.org/link/summary/51-4071.00	Tend machines that bond cope and drag together to form completed shell molds.
Foundry Mold and Coremakers	https://www.onetonline.org/link/summary/51-4071.00	Rotate sweep boards around spindles to make symmetrical molds for convex impressions.
Foundry Mold and Coremakers	https://www.onetonline.org/link/summary/51-4071.00	Pour molten metal into molds, manually or with crane ladles.
Foundry Mold and Coremakers	https://www.onetonline.org/link/summary/51-4071.00	Operate ovens or furnaces to bake cores or to melt, skim, and flux metal.
Fraud Examiners, Investigators and Analysts	https://www.onetonline.org/link/summary/13-2099.04	Gather financial documents related to investigations.
Fraud Examiners, Investigators and Analysts	https://www.onetonline.org/link/summary/13-2099.04	Interview witnesses or suspects and take statements.
Fraud Examiners, Investigators and Analysts	https://www.onetonline.org/link/summary/13-2099.04	Prepare written reports of investigation findings.
Fraud Examiners, Investigators and Analysts	https://www.onetonline.org/link/summary/13-2099.04	Document all investigative activities.
Fraud Examiners, Investigators and Analysts	https://www.onetonline.org/link/summary/13-2099.04	Create and maintain logs, records, or databases of information about fraudulent activity.
Fraud Examiners, Investigators and Analysts	https://www.onetonline.org/link/summary/13-2099.04	Coordinate investigative efforts with law enforcement officers and attorneys.
Fraud Examiners, Investigators and Analysts	https://www.onetonline.org/link/summary/13-2099.04	Lead, or participate in, fraud investigation teams.
Fraud Examiners, Investigators and Analysts	https://www.onetonline.org/link/summary/13-2099.04	Testify in court regarding investigation findings.
Fraud Examiners, Investigators and Analysts	https://www.onetonline.org/link/summary/13-2099.04	Prepare evidence for presentation in court.
Fraud Examiners, Investigators and Analysts	https://www.onetonline.org/link/summary/13-2099.04	Recommend actions in fraud cases.
Fraud Examiners, Investigators and Analysts	https://www.onetonline.org/link/summary/13-2099.04	Review reports of suspected fraud to determine need for further investigation.
Fraud Examiners, Investigators and Analysts	https://www.onetonline.org/link/summary/13-2099.04	Design, implement, or maintain fraud detection tools or procedures.
Fraud Examiners, Investigators and Analysts	https://www.onetonline.org/link/summary/13-2099.04	Analyze financial data to detect irregularities in areas such as billing trends, financial relationships, and regulatory compliance procedures.
Fraud Examiners, Investigators and Analysts	https://www.onetonline.org/link/summary/13-2099.04	Maintain knowledge of current events and trends in such areas as money laundering and criminal tools and techniques.
Fraud Examiners, Investigators and Analysts	https://www.onetonline.org/link/summary/13-2099.04	Evaluate business operations to identify risk areas for fraud.
Fraud Examiners, Investigators and Analysts	https://www.onetonline.org/link/summary/13-2099.04	Conduct in-depth investigations of suspicious financial activity, such as suspected money-laundering efforts.
Fraud Examiners, Investigators and Analysts	https://www.onetonline.org/link/summary/13-2099.04	Advise businesses or agencies on ways to improve fraud detection.
Fraud Examiners, Investigators and Analysts	https://www.onetonline.org/link/summary/13-2099.04	Train others in fraud detection and prevention techniques.
Fraud Examiners, Investigators and Analysts	https://www.onetonline.org/link/summary/13-2099.04	Conduct field surveillance to gather case-related information.
Fraud Examiners, Investigators and Analysts	https://www.onetonline.org/link/summary/13-2099.04	Negotiate with responsible parties to arrange for recovery of losses due to fraud.
Fraud Examiners, Investigators and Analysts	https://www.onetonline.org/link/summary/13-2099.04	Research or evaluate new technologies for use in fraud detection systems.
Fraud Examiners, Investigators and Analysts	https://www.onetonline.org/link/summary/13-2099.04	Obtain and serve subpoenas.
Fraud Examiners, Investigators and Analysts	https://www.onetonline.org/link/summary/13-2099.04	Arrest individuals to be charged with fraud.
Freight Forwarders	https://www.onetonline.org/link/summary/43-5011.01	Negotiate shipping rates with freight carriers.
Freight Forwarders	https://www.onetonline.org/link/summary/43-5011.01	Arrange for special transport of sensitive cargoes, such as livestock, food, or medical supplies.
Freight Forwarders	https://www.onetonline.org/link/summary/43-5011.01	Arrange for applicable duties, taxes, or paperwork for customs clearance.
Freight Forwarders	https://www.onetonline.org/link/summary/43-5011.01	Inform clients of factors such as shipping options, timelines, transfers, or regulations affecting shipments.
Freight Forwarders	https://www.onetonline.org/link/summary/43-5011.01	Prepare shipping documentation, such as bills of lading, packing lists, dock receipts, or certificates of origin.
Freight Forwarders	https://www.onetonline.org/link/summary/43-5011.01	Complete customs paperwork.
Freight Forwarders	https://www.onetonline.org/link/summary/43-5011.01	Prepare invoices or cost quotations for freight transportation.
Freight Forwarders	https://www.onetonline.org/link/summary/43-5011.01	Select shipment routes, based on nature of goods shipped, transit times, or security needs.
Freight Forwarders	https://www.onetonline.org/link/summary/43-5011.01	Calculate weight, volume, or cost of goods to be moved.
Freight Forwarders	https://www.onetonline.org/link/summary/43-5011.01	Arrange delivery or storage of goods at destinations.
Freight Forwarders	https://www.onetonline.org/link/summary/43-5011.01	Arrange for transport, using a variety of modes, such as rail, short sea shipping, air, or roadways, to minimize carbon emissions or other environmental impacts.
Freight Forwarders	https://www.onetonline.org/link/summary/43-5011.01	Determine efficient and cost-effective methods of moving goods from one location to another.
Freight Forwarders	https://www.onetonline.org/link/summary/43-5011.01	Pay or arrange for payment of freight or insurance fees or other charges.
Freight Forwarders	https://www.onetonline.org/link/summary/43-5011.01	Monitor or record locations of goods in transit.
Freight Forwarders	https://www.onetonline.org/link/summary/43-5011.01	Keep records of goods dispatched or received.
Freight Forwarders	https://www.onetonline.org/link/summary/43-5011.01	Reserve necessary space on ships, aircraft, trains, or trucks.
Freight Forwarders	https://www.onetonline.org/link/summary/43-5011.01	Obtain or arrange cargo insurance.
Freight Forwarders	https://www.onetonline.org/link/summary/43-5011.01	Consolidate loads with a common destination to reduce costs to individual shippers.
Freight Forwarders	https://www.onetonline.org/link/summary/43-5011.01	Provide detailed port information to importers or exporters.
Freight Forwarders	https://www.onetonline.org/link/summary/43-5011.01	Provide shipment status notification to exporters, consignees, or insurers.
Freight Forwarders	https://www.onetonline.org/link/summary/43-5011.01	Verify proper packaging and labeling of exported goods.
Freight Forwarders	https://www.onetonline.org/link/summary/43-5011.01	Verify adherence of documentation to customs, insurance, or regulatory requirements.
Freight Forwarders	https://www.onetonline.org/link/summary/43-5011.01	Maintain current knowledge of relevant legislation, political situations, or other factors that could affect freight shipping.
Freight Forwarders	https://www.onetonline.org/link/summary/43-5011.01	Recommend or arrange appropriate merchandise packing methods, according to climate, terrain, weight, nature of goods, or costs.
Freight Forwarders	https://www.onetonline.org/link/summary/43-5011.01	Refer exporters to experts in areas such as trade financing, international marketing, government export requirements, international banking, or marine insurance.
Freight Forwarders	https://www.onetonline.org/link/summary/43-5011.01	Make arrangements with customs brokers to facilitate the passage of goods through customs.
Freight Forwarders	https://www.onetonline.org/link/summary/43-5011.01	Recommend shipping solutions to minimize cost or environmental impacts.
Freight Forwarders	https://www.onetonline.org/link/summary/43-5011.01	Review the environmental records of freight carriers to inform shipping decisions.
Freight Forwarders	https://www.onetonline.org/link/summary/43-5011.01	Analyze shipping routes to determine how to minimize environmental impact.
Freight Forwarders	https://www.onetonline.org/link/summary/43-5011.01	Consider environmental sustainability factors when determining merchandise packing methods.
Freight Forwarders	https://www.onetonline.org/link/summary/43-5011.01	Assist clients in obtaining insurance reimbursements.
Fuel Cell Engineers	https://www.onetonline.org/link/summary/17-2141.01	Plan or conduct experiments to validate new materials, optimize startup protocols, reduce conditioning time, or examine contaminant tolerance.
Fuel Cell Engineers	https://www.onetonline.org/link/summary/17-2141.01	Provide technical consultation or direction related to the development or production of fuel cell systems.
Fuel Cell Engineers	https://www.onetonline.org/link/summary/17-2141.01	Characterize component or fuel cell performances by generating operating maps, defining operating conditions, identifying design refinements, or executing durability assessments.
Fuel Cell Engineers	https://www.onetonline.org/link/summary/17-2141.01	Plan or implement fuel cell cost reduction or product improvement projects in collaboration with other engineers, suppliers, support personnel, or customers.
Fuel Cell Engineers	https://www.onetonline.org/link/summary/17-2141.01	Conduct fuel cell testing projects, using fuel cell test stations, analytical instruments, or electrochemical diagnostics, such as cyclic voltammetry or impedance spectroscopy.
Fuel Cell Engineers	https://www.onetonline.org/link/summary/17-2141.01	Analyze fuel cell or related test data, using statistical software.
Fuel Cell Engineers	https://www.onetonline.org/link/summary/17-2141.01	Conduct post-service or failure analyses, using electromechanical diagnostic principles or procedures.
Fuel Cell Engineers	https://www.onetonline.org/link/summary/17-2141.01	Define specifications for fuel cell materials.
Fuel Cell Engineers	https://www.onetonline.org/link/summary/17-2141.01	Recommend or implement changes to fuel cell system designs.
Fuel Cell Engineers	https://www.onetonline.org/link/summary/17-2141.01	Validate design of fuel cells, fuel cell components, or fuel cell systems.
Fuel Cell Engineers	https://www.onetonline.org/link/summary/17-2141.01	Read current literature, attend meetings or conferences, or talk with colleagues to stay abreast of new technology or competitive products.
Fuel Cell Engineers	https://www.onetonline.org/link/summary/17-2141.01	Prepare test stations, instrumentation, or data acquisition systems for use in specific tests of fuel cell components or systems.
Fuel Cell Engineers	https://www.onetonline.org/link/summary/17-2141.01	Develop fuel cell materials or fuel cell test equipment.
Fuel Cell Engineers	https://www.onetonline.org/link/summary/17-2141.01	Fabricate prototypes of fuel cell components, assemblies, stacks, or systems.
Fuel Cell Engineers	https://www.onetonline.org/link/summary/17-2141.01	Manage fuel cell battery hybrid system architecture, including sizing of components, such as fuel cells, energy storage units, or electric drives.
Fuel Cell Engineers	https://www.onetonline.org/link/summary/17-2141.01	Design or implement fuel cell testing or development programs.
Fuel Cell Engineers	https://www.onetonline.org/link/summary/17-2141.01	Write technical reports or proposals related to engineering projects.
Fuel Cell Engineers	https://www.onetonline.org/link/summary/17-2141.01	Simulate or model fuel cell, motor, or other system information, using simulation software programs.
Fuel Cell Engineers	https://www.onetonline.org/link/summary/17-2141.01	Design fuel cell systems, subsystems, stacks, assemblies, or components, such as electric traction motors or power electronics.
Fuel Cell Engineers	https://www.onetonline.org/link/summary/17-2141.01	Identify or define vehicle and system integration challenges for fuel cell vehicles.
Fuel Cell Engineers	https://www.onetonline.org/link/summary/17-2141.01	Calculate the efficiency or power output of a fuel cell system or process.
Fuel Cell Engineers	https://www.onetonline.org/link/summary/17-2141.01	Coordinate fuel cell engineering or test schedules with departments outside engineering, such as manufacturing.
Fuel Cell Engineers	https://www.onetonline.org/link/summary/17-2141.01	Authorize release of fuel cell parts, components, or subsystems for production.
Fuel Cell Engineers	https://www.onetonline.org/link/summary/17-2141.01	Evaluate the power output, system cost, or environmental impact of new hydrogen or non-hydrogen fuel cell system designs.
Fuel Cell Engineers	https://www.onetonline.org/link/summary/17-2141.01	Integrate electric drive subsystems with other vehicle systems to optimize performance or mitigate faults.
Fuel Cell Engineers	https://www.onetonline.org/link/summary/17-2141.01	Develop or evaluate systems or methods of hydrogen storage for fuel cell applications.
Fundraisers	https://www.onetonline.org/link/summary/13-1131.00	Identify and build relationships with potential donors.
Fundraisers	https://www.onetonline.org/link/summary/13-1131.00	Secure commitments of participation or donation from individuals or corporate donors.
Fundraisers	https://www.onetonline.org/link/summary/13-1131.00	Write and send letters of thanks to donors.
Fundraisers	https://www.onetonline.org/link/summary/13-1131.00	Solicit cash or in-kind donations or sponsorships from individual, business, or government donors.
Fundraisers	https://www.onetonline.org/link/summary/13-1131.00	Create or update donor databases.
Fundraisers	https://www.onetonline.org/link/summary/13-1131.00	Develop strategies to encourage new or increased contributions.
Fundraisers	https://www.onetonline.org/link/summary/13-1131.00	Develop or implement fundraising activities, such as annual giving campaigns or direct mail programs.
Fundraisers	https://www.onetonline.org/link/summary/13-1131.00	Compile or develop materials to submit to granting or other funding organizations.
Fundraisers	https://www.onetonline.org/link/summary/13-1131.00	Conduct research to identify the goals, net worth, charitable donation history, or other data related to potential donors, potential investors, or general donor markets.
Fundraisers	https://www.onetonline.org/link/summary/13-1131.00	Develop fundraising activity plans that maximize participation or contributions and minimize costs.
Fundraisers	https://www.onetonline.org/link/summary/13-1131.00	Direct or supervise fundraising staff, including volunteer staff members.
Fundraisers	https://www.onetonline.org/link/summary/13-1131.00	Establish fundraising or participation goals for special events or specified time periods.
Fundraisers	https://www.onetonline.org/link/summary/13-1131.00	Monitor progress of fundraising drives.
Fundraisers	https://www.onetonline.org/link/summary/13-1131.00	Recruit sponsors, participants, or volunteers for fundraising events.
Fundraisers	https://www.onetonline.org/link/summary/13-1131.00	Contact corporate representatives, government officials, or community leaders to increase awareness of organizational causes, activities, or needs.
Fundraisers	https://www.onetonline.org/link/summary/13-1131.00	Attend community events, meetings, or conferences to promote organizational goals or solicit donations or sponsorships.
Fundraisers	https://www.onetonline.org/link/summary/13-1131.00	Write reports or prepare presentations to communicate fundraising program data.
Fundraisers	https://www.onetonline.org/link/summary/13-1131.00	Explain the tax advantages of contributions to potential donors.
Fundraisers	https://www.onetonline.org/link/summary/13-1131.00	Design or produce materials such as posters, Web sites, or newsletters to promote, market, or advertise fundraising events.
Fundraisers	https://www.onetonline.org/link/summary/13-1131.00	Write speeches, press releases, or other promotional materials to increase awareness of the causes, missions, or goals of organizations seeking funds.
Fundraisers	https://www.onetonline.org/link/summary/13-1131.00	Monitor budgets, expense reports, or other financial data for fundraising organizations.
Fundraisers	https://www.onetonline.org/link/summary/13-1131.00	Plan and direct special events for fundraising, such as silent auctions, dances, golf events, or walks.
Fundraisers	https://www.onetonline.org/link/summary/13-1131.00	Direct or coordinate Web-based fundraising activities, such as online auctions or donation Web sites.
Fundraisers	https://www.onetonline.org/link/summary/13-1131.00	Secure speakers for charitable events, community meetings, or conferences to increase awareness of charitable, nonprofit, or political causes.
Fundraisers	https://www.onetonline.org/link/summary/13-1131.00	Develop corporate fundraising programs, such as employer gift-matching.
Fundraisers	https://www.onetonline.org/link/summary/13-1131.00	Coordinate transportation or delivery of materials, supplies, or donations for fundraising events.
Fundraisers	https://www.onetonline.org/link/summary/13-1131.00	Develop and maintain media contact lists.
Fundraisers	https://www.onetonline.org/link/summary/13-1131.00	Prepare materials such as fundraising envelopes, bid sheets, or gift bags for charitable events.
Fundraising Managers	https://www.onetonline.org/link/summary/11-2033.00	Assign, supervise, and review the activities of fundraising staff.
Fundraising Managers	https://www.onetonline.org/link/summary/11-2033.00	Compile or develop materials to submit to granting or other funding organizations.
Fundraising Managers	https://www.onetonline.org/link/summary/11-2033.00	Conduct research to identify the goals, net worth, charitable donation history, or other data related to potential donors, potential investors, or general donor markets.
Fundraising Managers	https://www.onetonline.org/link/summary/11-2033.00	Contact corporate representatives, government officials, or community leaders to increase awareness of organizational causes, activities, or needs.
Fundraising Managers	https://www.onetonline.org/link/summary/11-2033.00	Design and edit promotional publications, such as brochures.
Fundraising Managers	https://www.onetonline.org/link/summary/11-2033.00	Develop fundraising activity plans that maximize participation or contributions and minimize costs.
Fundraising Managers	https://www.onetonline.org/link/summary/11-2033.00	Develop strategies to encourage new or increased contributions.
Fundraising Managers	https://www.onetonline.org/link/summary/11-2033.00	Direct activities of external agencies, establishments, or departments that develop and implement fundraising strategies and programs.
Fundraising Managers	https://www.onetonline.org/link/summary/11-2033.00	Establish and maintain effective working relationships with clients, government officials, and media representatives and use these relationships to develop new fundraising opportunities.
Fundraising Managers	https://www.onetonline.org/link/summary/11-2033.00	Establish goals for soliciting funds, develop policies for collection and safeguarding of contributions, and coordinate disbursement of funds.
Fundraising Managers	https://www.onetonline.org/link/summary/11-2033.00	Evaluate advertising and promotion programs for compatibility with fundraising efforts.
Fundraising Managers	https://www.onetonline.org/link/summary/11-2033.00	Formulate policies and procedures related to fundraising programs.
Fundraising Managers	https://www.onetonline.org/link/summary/11-2033.00	Manage fundraising budgets.
Fundraising Managers	https://www.onetonline.org/link/summary/11-2033.00	Plan and direct special events for fundraising, such as silent auctions, dances, golf events, or walks.
Fundraising Managers	https://www.onetonline.org/link/summary/11-2033.00	Produce films and other video products, regulate their distribution, and operate film library.
Fundraising Managers	https://www.onetonline.org/link/summary/11-2033.00	Write interesting and effective press releases, prepare information for media kits, and develop and maintain company internet or intranet Web pages.
Funeral Attendants	https://www.onetonline.org/link/summary/39-4021.00	Greet people at the funeral home.
Funeral Attendants	https://www.onetonline.org/link/summary/39-4021.00	Perform a variety of tasks during funerals to assist funeral directors and to ensure that services run smoothly and as planned.
Funeral Attendants	https://www.onetonline.org/link/summary/39-4021.00	Close caskets at appropriate point in services.
Funeral Attendants	https://www.onetonline.org/link/summary/39-4021.00	Direct or escort mourners to parlors or chapels in which wakes or funerals are being held.
Funeral Attendants	https://www.onetonline.org/link/summary/39-4021.00	Place caskets in parlors or chapels prior to wakes or funerals.
Funeral Attendants	https://www.onetonline.org/link/summary/39-4021.00	Offer assistance to mourners as they enter or exit limousines.
Funeral Attendants	https://www.onetonline.org/link/summary/39-4021.00	Clean funeral parlors or chapels.
Funeral Attendants	https://www.onetonline.org/link/summary/39-4021.00	Arrange floral offerings or lights around caskets.
Funeral Attendants	https://www.onetonline.org/link/summary/39-4021.00	Clean and drive funeral vehicles, such as cars or hearses, in funeral processions.
Funeral Attendants	https://www.onetonline.org/link/summary/39-4021.00	Act as pallbearers.
Funeral Attendants	https://www.onetonline.org/link/summary/39-4021.00	Supervise funeral processions and assist with cemetery parking.
Funeral Attendants	https://www.onetonline.org/link/summary/39-4021.00	Deliver floral arrangements or other items to family members of the deceased.
Funeral Attendants	https://www.onetonline.org/link/summary/39-4021.00	Carry flowers to hearses or limousines for transportation to places of interment.
Funeral Attendants	https://www.onetonline.org/link/summary/39-4021.00	Perform general maintenance tasks for funeral homes, such as maintaining equipment or caring for funeral grounds.
Funeral Attendants	https://www.onetonline.org/link/summary/39-4021.00	Issue and store funeral equipment.
Funeral Attendants	https://www.onetonline.org/link/summary/39-4021.00	Provide advice to mourners on how to make charitable donations in honor of the deceased.
Funeral Attendants	https://www.onetonline.org/link/summary/39-4021.00	Embalm, dress, cosmeticize, and casket the deceased.
