job_title	job_description
Agent ou Agente - Assurance de dommages des particuliers	"À titre d’agent en assurance de dommages, vous contribuez à la prise en charge, la prospection, la sollicitation, le développement et le maintien de la relation d’affaires auprès des membres et clients. Vous participez à la vente des produits et services d’assurance générale par différents canaux de distribution répondant aux besoins des membres et clients selon les stratégies et les pratiques en vigueur.
Votre rôle consiste à prendre en charge des activités reliées à la promotion et à la vente de protections d’assurance de dommages auprès d’une clientèle de particuliers. Vous analysez les besoins des membres et clients et apportez votre soutien dans le choix des protections appropriées et ce, en mettant à profit votre capacité à convaincre. Vous assurez la satisfaction des membres et clients et la qualité des services rendus, tout en respectant les normes et procédures de l’entreprise.
Vous contribuez au développement et au maintien de relations d’affaires et collaborez à l’analyse des besoins des membres et clients et à l’élaboration de solutions adaptées. Vous participez à l’élaboration de solutions par des analyses et vos connaissances dans votre domaine. La capacité à apprendre avec agilité et la maîtrise de la technologie sont des compétences essentielles à la réalisation de vos activités.
Vous exercez un rôle d’accompagnement auprès des membres et clients actuels ou potentiels. Vous représentez l’entreprise et apportez votre soutien dans la négociation des ententes avec la clientèle.
Responsabilités principales
Prendre en charge le membre et client, évaluer ses besoins, promouvoir les produits d’assurance et l’accompagner dans le choix des protections
Préparer les soumissions et émettre les contrats d’assurance
Faire le suivi des dossiers et analyser les renouvellements demandant une souscription particulière afin d’apporter les correctifs nécessaires au contrat
Répondre à des demandes d’informations et procéder à des modifications aux contrats afin d’assurer la satisfaction du client et, par le fait même, sa rétention
Développer un partenariat d’affaires favorisant les références.
Profil recherché
Diplôme d’études collégiales (DEC technique) dans une discipline appropriée
Un minimum de deux ans d’expérience pertinente

Veuillez noter que d’autres combinaisons de formation et d’expérience pertinentes pourraient être considérées
Détenir le certificat de représentant en assurance de dommages des particuliers - Autorité des marchés financiers (un atout)
Pour les postes vacants disponibles au <anon_location>, veuillez noter que la connaissance du français est nécessaire
Compétences transversales <anon_company>
Coopérer, Être orienté client, Être orienté vers l’action, Stimuler l’innovation
Compétences clés au profil recherché
Apprendre avec agilité, Convaincre, Maîtriser la technologie"
Agent ou Agente - Assurance de dommages des particuliers	"L’agent ou l’agente en assurance de dommages reçoit les appels de membres et clients en lien avec leur assurance automobile et habitation. Sa mission? Faire vivre une expérience au client lors de son appel et le conseiller afin de lui offrir la meilleure protection en fonction de ses besoins. L'agent ou l'agente doit aussi promouvoir et maintenir des relations d'affaires avec les partenaires de la caisse populaire attitrée.
Responsabilités du poste



Lors de la prise d'appels, prendre en charge le client, procéder aux modifications, annulations et mises à jour de contrats en veillant à bien répondre aux besoins du client, dans le but d'assurer sa pleine satisfaction et sa rétention.
Établir un contact téléphonique personnalisé avec le client, créer un climat de confiance favorisant la vente d'un contrat d'assurances automobile ou habitation, tout en respectant les politiques de souscription de l'entreprise.
Solliciter la clientèle potentielle pour le développement de nouvelles affaires et communiquer avec la clientèle pour actualiser la mise à jour des dossiers.
Faire le suivi de ces dossiers afin de s'assurer que tous les besoins exprimés par la clientèle soient satisfaits, et ce, en respectant les politiques de souscription de l'assureur.
Proposer une offre de service complète aux clients, promouvoir les services complémentaires et favoriser les références aux partenaires <anon_company>.

Exigences internes



Diplôme d'études collégiales dans une discipline appropriée OU attestation d'études collégiales en assurance de dommages complétée OU attestation de reconnaissance délivrée par l'Autorité des marchés financiers (http:// lautorite.qc.ca/fr/assurance-de-dommages.html)
2 années d'expérience pertinente
D'autres combinaisons de formation et d'expérience pertinentes pourraient être considérées

Certificat d'agent en assurance de dommages des particuliers (atout)
Anglais de niveau intermédiaire-avancé (atout)
Être orienté vers l'expérience client
Être doué pour la communication interpersonnelle

Être orienté vers les résultats
Avoir une bonne capacité d'apprentissage
Avoir la capacité à s'adapter rapidement, à se montrer flexible et à gérer l'ambiguïté
Faire preuve d'initiative et d'autonomie
Démontrer une aisance à travailler avec les outils technologiques"
Agent ou Agente - Assurance de dommages des particuliers	"
Le <anon_company> est le plus important <anon_misc> au <anon_location> et l'un des principaux employeurs au pays. Il offre toute la gamme des produits et services financiers et regroupe les expertises en gestion du patrimoine, en assurance de personnes et de dommages, en service aux entreprises de toutes tailles, en valeurs mobilières, en gestion d'actifs, en capital de risque ainsi que des modes d'accès virtuels sécuritaires, à la fine pointe de la technologie.
La personne titulaire du poste communique avec les clients et les prend en charge dans le but d'offrir les produits d'assurance de dommages offerts par l'organisation. Elle doit aussi promouvoir et maintenir des relations d'affaires avec les partenaires de la <anon_company>.

Responsabilités du poste



Lors de la prise d'appels, prendre en charge le client, procéder aux modifications, annulations et mises à jour de contrats en veillant à bien répondre aux besoins du client, dans le but d'assurer sa pleine satisfaction et sa rétention.
Établir un contact téléphonique personnalisé avec le client, créer un climat de confiance favorisant la vente d'un contrat d'assurances automobile ou habitation, tout en respectant les politiques de souscription de l'entreprise.
Solliciter la clientèle potentielle pour le développement de nouvelles affaires et communiquer avec la clientèle pour actualiser la mise à jour des dossiers.
Faire le suivi de ces dossiers afin de s'assurer que tous les besoins exprimés par la clientèle soient satisfaits, et ce, en respectant les politiques de souscription de l'assureur.
Proposer une offre de service complète aux clients, promouvoir les services complémentaires et favoriser les références aux partenaires <anon_company>.

Exigences externes

Diplôme d'études collégiales dans une discipline appropriée ou attestation d'études collégiales en assurance de dommages complétée.
Deux (2) années d'expérience pertinente.
D'autres combinaisons de formation et d'expérience pertinentes pourraient être considérées.

Certificat d'agent en assurance de dommages des particuliers (atout).
Anglais de niveau intermédiaire-avancé (atout).
Être orienté vers le client et l'action.
Être doué pour la communication interpersonnelle.
Être orienté vers les résultats (fortes aptitudes à la vente).
Avoir une bonne capacité d'apprentissage.
Faire preuve d'initiative et d'autonomie."
Tarificateur junior ou Tarificatrice junior - Sélection des risques	"La personne titulaire reçoit et traite des dossiers en sélection des risques d'assurance selon les limites d'acceptation établies par l'entreprise et à l'intérieur des délais prescrits. Elle s'assure de la conformité de ceux-ci en lien avec les règlements, les normes et les pratiques en vigueur dans l'industrie. Les dossiers sont de nature courante et les décisions requièrent un niveau habituel d'analyse et de recherche.
Information générale sur le poste
Responsabilités principales

Analyser les éléments du dossier, évaluer le risque à encourir pour l'entreprise en fonction des normes et pratiques en vigueur et accepter, modifier, annuler ou refuser la demande d'assurance.
Établir le taux de surmortalité ou de morbidité en consultant les différentes sources de référence en usage dans l'entreprise.
Examiner les documents qui lui sont transmis, s'assurer que l'information est complète et, le cas échéant, l'obtenir auprès des personnes concernées.
Compléter la documentation électronique en codifiant, de façon rigoureuse, l'information contenue au dossier.
Rédiger la correspondance expliquant la décision prise dans un dossier ou l'interprétation de nos contrats d'assurance.
Consulter son supérieur, occasionnellement, pour les dossiers plus complexes et évaluer le risque à encourir pour l'entreprise.

Profil recherché
Diplôme d'études collégiales dans une discipline appropriée (domaine de la santé)
Deux (2) années d'expérience pertinente
Bilinguisme de niveau intermédiaire avancé (Français/Anglais)
Être orienté vers le client
Savoir informer
Avoir la capacité de se former aux aspects techniques
Faire preuve de rigueur professionnelle et de minutie"
Commis à la production et au courrier	"La personne titulaire accomplit différents travaux de traitement (cueillette, saisie, compilation, codification, mise à jour, conciliation) de données reliées au domaine d'activité. Elle réalise des contrôles permettant de valider l'intégrité de l'information et apporte les correctifs nécessaires.

Information générale sur le poste
Plus précisément, la personne titulaire participe à la réception et à l'acheminement des documents retenus, du courrier, des télécopies et des rapports journaliers aux secteurs attitrés. Elle œuvre dans un contexte présentement en évolution où doit faire preuve d'initiative, de polyvalence et d'autonomie. Elle doit aussi être en mesure d'effectuer son travail avec rigueur et minutie en tenant compte des priorités. De plus, elle doit collaborer positivement avec les divers intervenants et maintenir des relations interpersonnelles harmonieuses.
Responsabilités principales

Traiter les données dans le système approprié (recueillir et vérifier différentes données, saisir l'information, effectuer les codifications, les transactions, les mises à jour, les conciliations), structurer et produire l'information demandée.
Effectuer, au besoin, l'expédition de documents à divers intervenants.
Effectuer des recherches d'information, vérifier l'exactitude et apporter les correctifs requis.
Contacter divers intervenants (clientèle, usagers, partenaires du réseau, fournisseurs, etc.) pour obtenir ou valider de l'information, leur assurer un soutien et répondre à leurs interrogations lorsque requis.

Profil recherché

Diplôme d'études professionnelles dans une discipline appropriée
Une (1) année d'expérience pertinente

D'autres combinaisons de formation et d'expérience pertinentes pourraient être considérées
Avoir une très bonne maîtrise du français écrit
Connaissance de <anon_company> (un atout important)
Maîtriser les outils de la Suite Microsoft Office
Être d'un abord facile
Savoir gérer son temps
Faire preuve de rigueur professionnelle et de minutie

Avoir la capacité de se former aux aspects techniques

Entretenir de bonnes relations avec ses collègues et être d'un abord facile"
Commis à la production et au courrier	"
La personne titulaire du poste participe à la réception et à l'acheminement des documents retenus, du courrier, des télécopies et des rapports journaliers aux secteurs attitrés. Elle doit être en mesure d'œuvrer dans un contexte présentement en évolution où elle devra faire preuve d'initiative, de polyvalence et d'autonomie. Elle devra aussi être en mesure d'effectuer son travail avec rigueur et minutie en tenant compte des priorités. De plus, elle devra collaborer positivement avec les divers intervenants et maintenir des relations interpersonnelles harmonieuses.
La personne titulaire accomplit différents travaux de traitement (cueillette, saisie, compilation, codification, mise à jour et conciliation) de données reliées au domaine d'activité. Elle réalise des contrôles permettant de valider l'intégrité de l'information et apporte les correctifs nécessaires. Dans ce poste, la personne titulaire devra trier et expédier des documents à divers intervenants.
Responsabilités principales


Traiter les données dans le système approprié (recueillir et vérifier différentes données, saisir l'information, effectuer les codifications, les transactions, les mises à jour et les conciliations),
structurer et produire l'information demandée. Effectuer, au besoin, l'expédition de documents à divers intervenants.
Effectuer des recherches d'information, vérifier l'exactitude et apporter les correctifs requis.
Contacter divers intervenants (clientèle, usagers, partenaires du réseau, fournisseurs, etc.) pour obtenir ou valider de l'information, leur assurer un soutien et répondre à leurs interrogations lorsque requis.

Exigences internes

Diplôme d'études professionnelles dans une discipline appropriée.
Une (1) année d'expérience pertinente.
D'autres combinaisons de formation et d'expérience pertinentes pourraient être considérées.
Connaître <anon_company> <anon_company> (atout important).
Entretenir de bonnes relations avec ses collègues et être d'un abord facile.
Avoir la capacité de se former aux aspects techniques.
Faire preuve d'autonomie.
Faire preuve de rigueur professionnelle et de minutie.
Savoir gérer son temps.
Maîtriser la suite office.
Avoir une très bonne maîtrise du français écrit."
Agent spécialisé ou Agente spécialisée	"Le <anon_company> est le plus important <anon_misc> au <anon_location> et l'un des principaux employeurs au pays. Il offre toute la gamme des produits et services financiers et regroupe les expertises en gestion de patrimoine, en assurance de personnes et de dommages, en service aux entreprises de toutes tailles, en valeurs mobilières, en gestion d'actifs, en capital de risque ainsi que des modes d'accès virtuels sécuritaires, à la fine pointe de la technologie.

Niveau d'emploi
<anon_misc>
La personne titulaire effectue diverses responsabilités de soutien opérationnel propres aux activités et aux processus de son unité. Elle assure la vérification des opérations reliées aux produits spécialisés du secteur dans le respect des normes et politiques établies.
Information générale sur le poste
Responsabilités principales

Réaliser diverses activités qui impliquent le traitement, l'analyse et le suivi en fonction des processus de l'unité.
Effectuer la vérification des données provenant de diverses sources d'information et s'assurer de la conformité de celles-ci en fonction des politiques et des normes établies.

Participer à l'identification des risques opérationnels et à la recherche d'amélioration continue en lien avec les activités de son unité.
Répondre et effectuer les suivis aux demandes d'information, de service et de soutien qui lui sont adressées par divers intervenants.

Procéder à l'intégration, à l'analyse, au traitement de l'information et à la gestion des données dans le système approprié.

Profil recherché
Diplôme d'études collégiales dans une discipline appropriée
Une (1) année d'expérience pertinente
Être d'un abord facile

Être orienté vers le client
Maîtriser la communication écrite
Faire preuve de rigueur professionnelle et de minutie"
Technicien ou Technicienne - Assignation - Indemnisation	"À titre de technicien à l'assignation, vous contribuez au soutien administratifet opérationnel de l’organisation. Vous poursuivez un objectifde maximisation de la rentabilité et de la productivité des activités et des opérations grâce à une adaptation des procédures et équipements. Peut couvrir une ou plusieurs des sous-spécialités telles que la saisie, le traitement des données, la validation de l'intégrité des données contenues dans les diverses bases de données ainsi que le développement d'applications d'outils bureautiques.
Vous assumez un rôle de collaborateur technique et vous offrez du soutien lié à votre domaine d ’activité dans la réalisation des activités, mandats et processus de votre unité, où l’importance de savoir adapter votre approche lorsque la situation l'exige est essentielle. Vous réalisez des recherches et des analyses techniques liées aux processus, à la gestion de l’information et au traitement de données.
En mettant à profit votre aptitude à prendre des décisions de qualité, vous prenez en charge la résolution de problèmes techniques et contribuez au développement et à l’amélioration des méthodes et des procédures de travail.

Plus spécifiquement, vous avez un rôle de premier plan dans l'optimisation de la charge de travail des ressources des équipes opérationnelles à l'indemnisation du côté A<anon_misc>/<anon_misc> avec une portée nationale par l'assignation manuelle des dossiers aux experts en sinistre et estimateurs.
Conditions particulières

Type d’emploi : Temporaire - Date de fin prévue : 2020-01-31
Lieu de travail : <anon_location> ou <anon_location>, selon la préférence de la personne retenue
Nombre d'emploi disponible: 1

Profil recherché

Diplôme d'études collégiales dans une discipline appropriée (DEC technique)
Un minimum de deux années d'expérience pertinente au secteur de l'indemnisation, plus spécifiquement dans les opérations

Veuillez noter que d'autres combinaisons de formation et d'expérience pertinentes pourraient être considérées
Pour les postes vacants disponibles au <anon_location>, veuillez noter que la connaissance du français est nécessaire

Connaissances spécifiques

Bonne connaissance de la suite Office

Maîtriser l'anglais de niveau intermédiaire avancé
Bonne connaissance du système <anon_misc> (un atout)

Compétences transversales <anon_company>
Coopérer, Être orienté client, Être orienté vers l’action, Stimuler l’innovation

Compétences clés au profil recherché
Prendre des décisions de qualité, S’adapter aux situations"
Technicien ou Technicienne - Assignation - Indemnisation	"La personne titulaire procède à l'assignation des dossiers des ressources du secteur.

Information générale sur le poste
Plus spécifiquement, la personne titulaire a un rôle de premier plan dans l'optimisation de la charge de travail des ressources des équipes opérationnelles à l'indemnisation du côté APD/PD avec une portée nationale par l'assignation manuelle des dossiers aux experts en sinistre et estimateurs.
Responsabilités principales
Optimiser la gestion des dossiers des ressources du secteur afin d'accroître leur efficacité et leur productivité.
Analyser les événements de l'horaire de travail des ressources du secteur dans l'assignation des dossiers.
Maintenir un équilibre dans les charges de travail des ressources du secteur.
Voir à l'assignation des dossiers aux partenaires lorsque la charge de travail des ressources du secteur est optimisée selon les politiques de l'entreprise.
Participer à l'amélioration des processus opérationnels du secteur.

Profil recherché

Diplôme d'études collégiales dans une discipline appropriée
Deux (2) années d'expérience pertinente
Expérience dans un secteur de l'indemnisation, plus spécifiquement dans les opérations (un atout important)

D'autres combinaisons de formation et d'expériences pertinentes pourraient être considérées

Bonne connaissance du système <anon_misc> (un atout important)
Bonne connaissance de la suite Microsoft Office
Maîtrise de l'anglais de niveau intermédiaire ou de niveau supérieur (un atout important)
Être orienté vers le client
Savoir informer
Avoir la capacité de se former aux aspects techniques
Faire preuve de rigueur professionnelle et de minutie"
Technicien ou Technicienne - Sélection des risques	Pour mieux encadrer les mouvements de personnel, le processus de recrutement prévoit qu'un employé régulier ayant moins de 18 mois ou un employé temporaire ayant moins de 6 mois dans son poste actuel au sein d'une <anon_company>, d'un centre financier aux entreprises et d'un centre administratifne peut soumettre sa candidature à un poste dans le réseau des <anon_company>, à la <anon_company> et dans les filiales.
Technicien ou Technicienne - Règlement des prestations d'invalidité	"Le <anon_company> est le plus important <anon_misc> au <anon_location> et l'un des principaux employeurs au pays. Il offre toute la gamme des produits et services financiers et regroupe les expertises en gestion de patrimoine, en assurance de personnes et de dommages, en service aux entreprises de toutes tailles, en valeurs mobilières, en gestion d'actifs, en capital de risque ainsi que des modes d'accès virtuels sécuritaires, à la fine pointe de la technologie.

Niveau d'emploi
<anon_misc>
À titre de technicien en prestations, vous contribuez au traitement des demandes de prestations d’assurance de personnes, à la promotion de la santé au travail et à la gestion des invalidités.
Vous assumez un rôle de soutien technique lié à votre domaine et participez à la réalisation des activités, mandats et processus de votre unité, conformément aux procédures et politiques établies. Vous apportez votre soutien à des ressources plus expérimentées de votre unité et collaborez à différents travaux et analyses techniques liés aux processus, à la gestion de l’information et au traitement de données. Votre aptitude à prendre des décisions de qualité et l’importance de savoir adapter votre approche lorsque la situation l’exige deviennent des compétences essentielles.

Responsabilités principales

Traiter les demandes de prestations, en évaluer l'éligibilité en conformité avec les clauses contractuelles de la police d'assurance, poser un diagnostic d'ensemble sur la situation et élaborer un plan de traitement en vue d'un retour à la vie active. Le cas échéant, dirige les demandes plus complexes à un autre niveau de traitement.

Établir le montant de la prestation, déterminer la période payable, procéder au paiement et assurer les suivis nécessaires (ex. : fermeture du dossier ou continuité du paiement, etc.).

Codifier et saisir les données dans les systèmes appropriés en tenant compte des déductions fiscales.

Signaler à son supérieur immédiat toute situation inhabituelle ou de nature plus complexe.

Réviser et traiter, le cas échéant, les dossiers faisant l'objet de plaintes ou d'insatisfaction.

Participer à l'organisation du travail et à la recherche d'amélioration continue en lien avec les activités de son unité.

Communiquer, le cas échéant, verbalement ou par écrit, avec divers professionnels de la santé, partenaires ou la clientèle pour obtenir ou fournir des renseignements, des justifications ou des explications concernant les dossiers.

Conditions particulières

Poste temporaire – date de fin prévue : 22 mars 2021

Nombre d’emplois disponibles : 5

Profil recherché

 Afficher les détails d'une offre d'emploi

Diplôme d’études collégiales (DEC technique) dans une discipline appropriée

Un minimum d'une année d’expérience pertinente

Veuillez noter que d’autres combinaisons de formation et d’expérience pertinentes pourraient être considérées

Pour les postes vacants disponibles au <anon_location>, veuillez noter que la connaissance du français est nécessaire

Connaissances spécifiques



Connaissance du domaine médical au niveau des conditions psychologiques (un atout)

Connaissance du secteur des prestations (un atout)

Connaissance de l'anglais (un atout)

Compétences transversales <anon_company>
Coopérer, Être orienté client, Être orienté vers l’action, Stimuler l’innovation
Compétences clés au profil recherché
Prendre des décisions de qualité, S’adapter aux situations"
Agent ou Agente de soutien - Administration des produits 	"La personne titulaire effectue diverses responsabilités de soutien opérationnel propres aux activités et aux processus de son unité. Elle assure la vérification des opérations reliées aux produits spécialisés du secteur dans le respect des normes et politiques établies.
Responsabilités principales
Réaliser diverses activités qui impliquent le traitement, l'analyse et le suivi en fonction des processus de l'unité.
Effectuer la vérification des données provenant de diverses sources d'information et s'assurer de la conformité de celles-ci en fonction des politiques et des normes établies.
Participer à l'identification des risques opérationnels et à la recherche d'amélioration continue en lien avec les activités de son unité.
Répondre et effectuer les suivis aux demandes d'information, de service et de soutien qui lui sont adressées par divers intervenants.
Procéder à l'intégration, à l'analyse, au traitement de l'information et à la gestion des données dans le système approprié.
Exigences internes

 Diplôme d'études collégiales dans une discipline appropriée
Une (1) année d'expérience pertinente
Maîtriser l'anglais de niveau avancé (cote 5)
Être d'un abord facile

Être orienté vers le client
Maîtriser la communication écrite
Faire preuve de rigueur professionnelle et de minutie"
Agent spécialisé ou Agente spécialisée	"La personne titulaire effectue le traitement des demandes de prestations de la clientèle qui lui est attitrée. 
Information générale sur le poste
Plus précisément, la personne titulaire travaille dans la Direction des règlements d'assurance maladie, groupes spéciaux, publics et parapublics. Elle analyse, entres autres, les demandes de prestation en soins médicaux dentaires et/ou médicales.
Responsabilités principales

Traiter les demandes de prestations en conformité avec les clauses contractuelles de la police d'assurance.

Communiquer, le cas échéant, verbalement ou par écrit, avec divers collaborateurs ou la clientèle pour obtenir ou fournir des renseignements, des justifications ou des explications.

Établir le montant de la prestation et procéder au paiement.

Codifier et saisir les données dans les systèmes appropriés.

Participer à l'organisation du travail et à la recherche d'amélioration continue en lien avec les activités de son unité.

Signaler à son supérieur immédiat toute situation inhabituelle ou de nature plus complexe.

Profil recherché

Diplôme d'études professionnelles dans une discipline appropriée
Une (1) année d'expérience pertinente
Maîtriser l'anglais de niveau avancé (un atout)
Être orienté vers le client
Savoir informer
Avoir la capacité de se former aux aspects techniques
Faire preuve de rigueur professionnelle et de minutie"
 Agent ou Agente - Assurance de dommages des entreprises	"À titre d’agent en assurance de dommages, vous contribuez à la prise en charge, la prospection, la sollicitation, le développement et le maintien de la relation d’affaires auprès des membres et clients. Vous participez à la vente des produits et services d’assurance générale par différents canaux de distribution répondant aux besoins des membres et clients selon les stratégies et les pratiques en vigueur.
Votre rôle consiste à réaliser la promotion et la vente de protections d’assurance de dommages auprès d’une clientèle d’entreprises. Vous assurez la prise en charge des membres et clients, analysez leurs besoins et les accompagnez dans le choix des protections ap propriées et ce, en mettant à profit votre capacité à convaincre. Vous assurez la cohérence entre les objectifs de vente, les besoins et attentes des membres et clients et leur satisfaction.
Vous contribuez au développement et au maintien de relations d’affaires personnalisées représentant un potentiel de développement pour votre secteur. Vous participez à l’élaboration de solutions par des analyses et vos connaissances dans votre domaine. La capacité à apprendre avec agilité et la maîtrise de la technologie sont des compétences essentielles à la réalisation de vos activités.
Vous exercez un rôle-conseil et d’accompagnement auprès des membres et clients actuels ou potentiels.
Vous représentez l’entreprise dans le cadre d’ententes avec la clientèle et vous avez des occasions d’établir et de négocier les modalités relatives aux produits et services, conformément aux normes et procédures en vigueur.
Conditions particulières

Possibilité de travailler à partir de notre Centre de contact avec la clientèle de <anon_location>/<anon_location> ou en télétravail (bureau à domicile)
Formation 100% en ligne
Les candidats ayant 2 ans d'expérience en assurance de dommages pourraient également être considérés (suite à l'analyse des candidats ayant 3 ans et plus d'expérience)
Nombre d'emplois disponibles: 9 postes (réguliers et temporaires) à travers le <anon_location>.
Profil recherché

Diplôme d'études collégiales (DEC technique) dans une discipline appropriée
Un minimum de trois années d’expérience pertinente en assurance de dommages

Veuillez noter que d'autres combinaisons de formation et d'expérience pertinentes pourraient être considérées
Détenir le certificat de représentant en assurance de dommages des particuliers - Autorité des marchés financiers
Détenir le certificat de représentant en assurance de dommages des entreprises – Autorité des marchés financiers (un atout)
Pour les postes vacants disponibles au <anon_location>, veuillez noter que la connaissance du français est nécessaire
Connaissance spécifique
Maîtrise de l'anglais de niveau intermédiaire avancé (un atout)

Compétences transversales <anon_company>
Coopérer, Être orienté client, Être orienté vers l’action, Stimuler l’innovation

Compétences clés au profil recherché

 Apprendre avec agilité, Convaincre, Gérer la complexité, Maîtriser la technologie, Viser les résultats"
Agent ou Agente en assurance de dommages des Entreprises	"À titre d’agent en assurance de dommages, vous contribuez à la prise en charge, la prospection, la sollicitation, le développement et le maintien de la relation d’affaires auprès des membres et clients. Vous participez à la vente des produits et services d’assurance générale par différents canaux de distribution répondant aux besoins des membres et clients selon les stratégies et les pratiques en vigueur. Votre rôle consiste à réaliser la promotion et la vente de protections d’assurance de dommages auprès d’une clientèle d’entreprises. Vous assurez la prise en charge des membres et clients, analysez leurs besoins et les accompagnez dans le choix des protections appropriées et ce, en mettant à profit votre capacité à convaincre. Vous assurez la cohérence entre les objectifs de vente, les besoins et attentes des membres et clients et leur satisfaction. Vous contribuez au développement et au maintien de relations d’affaires personnalisées représentant un potentiel de développement pour votre secteur. Vous participez à l’élaboration de solutions par des analyses et vos connaissances dans votre domaine. La capacité à apprendre avec agilité et la maîtrise de la technologie sont des compétences essentielles à la réalisation de vos activités. Vous exercez un rôle-conseil et l’accompagnement auprès des membres et clients actuels ou potentiels. Vous représentez l’entreprise dans le cadre d’ententes avec la clientèle et vous avez des occasions d’établir et de négocier les modalités relatives aux produits et services, conformément aux normes et procédures en vigueur.
Responsabilités supplémentaires

Prendre en charge le membre et client, évaluer ses besoins, analyser le niveau de risque, promouvoir les produits d’assurance entreprise et l’accompagner dans le choix des protections. Préparer les soumissions et émettre les contrats d’assurance.
Analyser des dossiers spécifiques de souscription et émettre des recommandations auprès des intervenants concernés.
Répondre aux demandes d'information, procéder aux modifications, annulations, mises à jour au contrat en veillant à bien répondre aux besoins du client et ce, dans le but d'assurer la satisfaction complète du client.
Développer un partenariat d’affaires favorisant les références.
Conditions particulières

Lieu de la formation à confirmer
Lieu de travail : Centre de contact client de <anon_location>, <anon_location> ou <anon_location> selon la préférence du candidat retenu.
Début de la formation prévue le 16 septembre 2019 (sans permis entreprise) et vers le début novembre pour les candidats ayant déjà le permis entreprise.
Horaires variables : Environ deux soirs par semaine et les samedis sont en rotation au 6 à 8 semaines selon les besoins d'affaires.
Nombre d’emploi disponible : 8 (permanent et temporaire)
Profil recherché


Diplôme d'études collégiales (DEC technique) dans une discipline appropriée
Un minimum de trois années d'expérience pertinente en assurance de dommages

Veuillez noter que d'autres combinaisons de formation et d'expérience pertinentes pourraient être considérées
Certificat d'agent en assurance de dommages des entreprises (un atout)

Pour les postes vacants disponibles au <anon_location>, veuillez noter que la connaissance du français est nécessaire
Connaissance spécifique

Maîtriser l'anglais de niveau intermédiaire avancé (cote 4) (un atout important)

Compétences transversales <anon_company>
Coopérer, Être orienté client, Être orienté vers l’action, Stimuler l’innovation

Compétences clés au profil recherché
Apprendre avec agilité, Convaincre, Être orienté client, Maîtriser la technologie"
 Agent ou Agente en assurance de dommages - Entreprises	"La personne titulaire conseille et offre des solutions d'assurance adaptées au client et à la nature de son entreprise.
Responsabilités principales

Établir un contact téléphonique personnalisé avec le client, créer un climat de confiance favorisant la vente d'un contrat d'assurance entreprise, tout en respectant les politiques de souscription de l'entreprise.
Répondre aux demandes d'information, procéder aux modifications, annulations, mises à jour au contrat en veillant à bien répondre aux besoins du client et ce, dans le but d'assurer la satisfaction complète du client.
Développer et maintenir le partenariat avec l'ensemble des agents au secteur des particuliers afin de favoriser l'obtention de références.
Au besoin, fournir un appui aux différents secteurs de l'entreprise et effectuer des tâches périphériques, du coaching et participer à divers comités.
Profil recherché


Diplôme d'études collégiales dans une discipline appropriée
Trois (3) années d'expérience pertinente en assurance de dommages
Certificat d'agent en assurance de dommages des entreprises (un atout)
D’autres combinaisons de formation et d’expériences pourraient être considérées.
Connaissance de la langue anglaise de niveau intermédiair e-avancé (cote 4) (un atout important)
Être orienté vers l'action
Avoir la maîtrise de soi
Être orienté vers le client
Être orienté vers les résultats"
Agent ou Agente en assurance de dommages des Entreprises	"La personne titulaire conseille et offre des solutions d'assurance adaptées au client et à la nature de son entreprise. Plus précisément, l'agent doit être sur le <anon_misc> et prendre des appels de modifications, d'informations, de mises-à-jour ainsi que de soumissions et de ventes. L'agent devra également recevoir des transferts de la Télécommunication.
Responsabilités principales

Établir un contact téléphonique personnalisé avec le client, créer un climat de confiance favorisant la vente d'un contrat d'assurance entreprise, tout en respectant les politiques de souscription de l'entreprise.
Répondre aux demandes d'information, procéder aux modifications, annulations, mises à jour au contrat en veillant à bien répondre aux besoins du client et ce, dans l e but d'assurer la satisfaction complète du client.
Développer et maintenir le partenariat avec l'ensemble des agents au secteur des particuliers afin de favoriser l'obtention de références.
Au besoin, fournir un appui aux différents secteurs de l'entrep rise et effectuer des tâches périphériques, du coaching et participer à divers comités.

Exigences internes

Diplôme d'études collégiales dans une discipline appropriée.
Trois (3) années d'expérience pertinente.
D'autres combinaisons de formations et d 'expériences pertinentes pourraient être considérées.
Certificat d'agent en assurance de dommages des particuliers (requis).
Certificat d'agent en assurance de dommages des entreprises (un atout).
Maîtrise de la langue anglaise (atout important).
Être orienté vers l'action.
Avoir la maîtrise de soi.
Être orienté vers le client.
Être orienté vers les résultats."
